RegionSpeaker	ResPlace	Gender	Age	BirthPlace	Group	HomeLanguage1	HomeLanguage2	CEF	Comment	EduLevel	EduPlace	DialectRegion	Length stay in NL or VL	Time on Dutch L2
V000005	B-180	F	57	B-104	4	fra	fra	A2	0	4	B-700			2 y
V000006	B-103	F	31	B-100	4	fra	fra	A1	0	2	B-103			1 y 6 m
V000007	B-103	F	44	CG	4	fra	fra	A1	0	4	CG			2 y 6 m
V000008	B-185	F	51	B-102	4	fra	fra	B1	0	2	B-102			3 y
V000009	B-180	M	29	KR	4	fra	fra	B1	0	3	B-102		5 y	4 m
V000010	B-185	F	16	B-100	3	fra	tur	A1	0	2	B-103			9 m
V000011	B-185	M	24	B-118	4	fra	fra	B1	0	4	B-185		11 y	2 m
V000012	B-107	M	36	MA	4	fra	ara	B1	0	3	MA			3 y
V000013	B-114	F	23	B-100	4	fra	fra	B1	0	2	B-113			1 y 6 m
V000014	B-102	F	40	CO	4	fra	fra	B1	0	3	CO			3 y
V000015	B-178	F	22	B-180	4	fra	fra	A1	0	3	B-178			6 m
V000016	B-178	M	59	B-734	4	fra	fra	A1	0	2	B-726			1 y
V000017	B-178	F	47	FR	4	fra	fra	A1	0	3	FR			1 y
V000018	B-178	M	38	B-510	4	fra	fra	A1	0	4	B-173			1 y
V000019	B-185	M	40	B-708	4	fra	fra	A1	0	2	B-106			6 m
V000020	B-178	M	28	FR	4	fra	fra	A2	0	3	FR			2 y
V000022	B-185	M	18	AL	4	alb	alb	A2	0	1	B-103			2 y
V000024	B-191	F	12	B-180	2	dut	dut		0		B-182	FL3		
V000026	B-347	F	14	B-329	2	tus	tus		0		B-347	FL3		
V000027	B-307	F	14	B-115	3	fra	fra		0		B-307	FL3		
V000028	B-156	F	15	B-134	3	fra	fra		N		B-309	FL3		
V000029	B-345	F	15	B-329	2	tus	tus		0		B-345	FL3		
V000030	B-335	F	16	B-330	2	tus	tus		0		B-335	FL3		
V000031	B-970	M	13	B-960	2	dut	dia		0		B-970	FL2		
V000032	B-903	M	14	B-900	2	tus	tus		0		B-903	FL2		
V000033	B-911	M	16	B-118	3	fra	fra		N		B-911	FL2		
V000034	B-905	M	15	B-900	2	dut	dut		0		B-904	FL2		
V000035	B-898	F	13	B-880	2	tus	dia		0		B-898	FL1		
V000036	B-821	M	14	B-800	2	tus	dia		0		B-821	FL1		
V000037	B-893	F	15	B-800	2	dut	dut		0		B-883	FL1		
V000038	B-879	M	16	B-850	2	tus	tus		0		B-879	FL1		
V000039	B-847	F	16	B-890	2	tus	tus		0		B-847	FL1
V000040	B-862	M	16	B-863	2	tus	dia		0		B-862	FL1
V000041	B-846	M	15	B-900	2	dia	dia		0		B-846	FL1
V000042	B-887	M	13	B-887	2	dut	dut		0		B-887	FL1
V000043	B-852	F	14	B-850	2	tus	tus		0		B-852	FL1
V000044	B-830	F	16	B-830	2	tus	tus		0		B-830	FL1
V000045	B-887	F	16	B-887	2	dut	dut		0		B-887	FL1
V000046	B-932	M	16	B-930	2	dut	dut		0		B-930	FL2
V000047	B-990	F	17	B-990	2	dut	tus		0		B-990	FL2
V000048	B-970	F	15	B-970	2	dut	dut		0		B-970	FL2
V000049	B-904	F	16	B-900	2	tus	tus		0		B-904	FL2
V000050	B-993	F	13	B-900	2	dut	dia		0		B-993	FL2
V000051	B-996	F	16	B-900	2	tus	tus		0		B-996	FL2
V000052	B-105	F	36	B-510	4	fra	fra	A2	0	4	B-109	
V000053	B-120	F	45	B-100	4	fra	fra	A2	0	4	B-117	
V000054	B-103	F	22	B-100	4	fra	ara	A1	0	4	B-103	
V000055	B-165	M	46	FR	4	dut	fra		1	2	B-785	
V000056	B-105	F	31	B-114	4	fra	fra	A2	0	4	B-105	
V000057	B-118	F	32	B-114	4	fra	fra	A1	0	4	B-115	
V000058	B-106	F	30	FR	4	fra	fra	B1	0	3	B-600	
V000059	B-112	F	31	B-117	4	fra	fra	A2	0	4	B-100	
V000060	B-510	F	32	B-600	4	fra	fra	B1	0	3	B-500	
V000061	B-108	M	27	B-114	4	fra	fra	A2	0	4	B-108	
V000062	B-103	M	27	B-100	4	fra	fra	A2	0	4	B-103	
V000063	B-120	F	27	B-117	4	fra	fra	B1	0	4	B-130	
V000064	B-116	F	33	B-102	4	fra	fra	B1	0	4	B-100	
V000067	B-109	F	23	B-108	4	per	dut	B1	0	3	IR	
V000068	B-180	F	7	B-100	1	dut	fra		0		B-180	FL3
V000069	B-180	F	9	B-117	1	dut	fra		0		B-180	FL3
V000070	B-180	M	8	B-108	3	fra	fra		0		B-108	FL3
V000071	B-180	M	8	B-180	1	dut	fra		0		B-180	FL3
V000072	B-180	F	8	B-300	1	dut	dut		0		B-180	FL3
V000073	B-320	M	11	B-300	1	tus	tus		0		B-320	FL3
V000074	B-313	F	11	B-264	1	dut	dut		0		B-216	FL3
V000075	B-320	M	12	B-300	2	dut	dut		0		B-320	FL3
V000076	B-320	M	10	B-300	1	tus	tus		0		B-320	FL3
